severity	item	message
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_K72PH164C2	identity=71.512; reciprocal_min_coverage=0.339; retained_hsp_aligned_bp=172
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_K74PH129C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_K7PH164C4	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_K82P1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_K8PH128	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_K9PH25C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_M12a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_M5a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_M5b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_P4a	identity=64.969; reciprocal_min_coverage=1.975; retained_hsp_aligned_bp=1453
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_P4b	identity=64.969; reciprocal_min_coverage=1.959; retained_hsp_aligned_bp=1453
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S10a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S11a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S13a	identity=66.574; reciprocal_min_coverage=0.716; retained_hsp_aligned_bp=359
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S13b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S13c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S13d	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S13e	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S13f	identity=68.212; reciprocal_min_coverage=0.273; retained_hsp_aligned_bp=151
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S6a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S8a	identity=73.103; reciprocal_min_coverage=0.286; retained_hsp_aligned_bp=145
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S8b	identity=71.266; reciprocal_min_coverage=1.059; retained_hsp_aligned_bp=529
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S8c	identity=71.615; reciprocal_min_coverage=2.152; retained_hsp_aligned_bp=1071
info	phagehostlearn_2024_phage_D7b vs phagehostlearn_2024_phage_S9a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K10PH82C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K11PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K12P1_1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K13PH07C1L	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K13PH07C1S	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K14PH164C1	identity=93.586; reciprocal_min_coverage=89.942; retained_hsp_aligned_bp=44669
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K15PH90	identity=64.977; reciprocal_min_coverage=0.862; retained_hsp_aligned_bp=434
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K16PH164C3	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K17alfa61	identity=89.387; reciprocal_min_coverage=88.011; retained_hsp_aligned_bp=43486
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K17alfa62	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K18PH07C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K1PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K2064PH2	identity=93.176; reciprocal_min_coverage=84.225; retained_hsp_aligned_bp=42016
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K2069PH1	identity=92.911; reciprocal_min_coverage=88.967; retained_hsp_aligned_bp=44574
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K21lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K23PH08C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K25PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K27PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K28PH129	identity=93.481; reciprocal_min_coverage=89.366; retained_hsp_aligned_bp=44564
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K29PH164C1	identity=68.779; reciprocal_min_coverage=47.030; retained_hsp_aligned_bp=25307
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K2PH164C1	identity=92.702; reciprocal_min_coverage=88.267; retained_hsp_aligned_bp=43929
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K2PH164C2	identity=93.005; reciprocal_min_coverage=91.379; retained_hsp_aligned_bp=45459
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K2alfa62	identity=92.889; reciprocal_min_coverage=91.412; retained_hsp_aligned_bp=45524
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K30lambda2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K32PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K33PH14C2	identity=82.998; reciprocal_min_coverage=80.775; retained_hsp_aligned_bp=41970
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K34PH164	identity=72.547; reciprocal_min_coverage=1.934; retained_hsp_aligned_bp=958
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K35PH164C3	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K39PH122C2	identity=65.517; reciprocal_min_coverage=0.862; retained_hsp_aligned_bp=435
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K40PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K43PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K45PH128C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K46PH129	identity=90.715; reciprocal_min_coverage=88.075; retained_hsp_aligned_bp=43793
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K48PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K49PH164C2	identity=67.270; reciprocal_min_coverage=1.537; retained_hsp_aligned_bp=773
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K50PH164C1	identity=68.344; reciprocal_min_coverage=34.433; retained_hsp_aligned_bp=17292
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K51PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K52PH129C1	identity=93.280; reciprocal_min_coverage=90.401; retained_hsp_aligned_bp=45119
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K53PH164C2	identity=92.038; reciprocal_min_coverage=87.765; retained_hsp_aligned_bp=43809
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K54lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K54lambda2	identity=92.896; reciprocal_min_coverage=90.747; retained_hsp_aligned_bp=45090
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K56PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K57lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K58PH129C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K60PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K61PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K62PH164C2	identity=68.630; reciprocal_min_coverage=50.481; retained_hsp_aligned_bp=27389
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K63PH128	identity=84.882; reciprocal_min_coverage=83.311; retained_hsp_aligned_bp=43001
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K65PH164	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K66PH128C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K69PH164C2	identity=94.073; reciprocal_min_coverage=87.918; retained_hsp_aligned_bp=43546
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K6PH25C3	identity=83.475; reciprocal_min_coverage=82.845; retained_hsp_aligned_bp=42401
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K71PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K72PH164C2	identity=65.057; reciprocal_min_coverage=0.862; retained_hsp_aligned_bp=435
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K74PH129C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K7PH164C4	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K82P1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K8PH128	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_K9PH25C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_M12a	identity=76.147; reciprocal_min_coverage=0.221; retained_hsp_aligned_bp=109
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_M5a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_M5b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_P4a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_P4b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S10a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S11a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S13a	identity=67.742; reciprocal_min_coverage=0.501; retained_hsp_aligned_bp=248
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S13b	identity=74.336; reciprocal_min_coverage=0.229; retained_hsp_aligned_bp=113
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S13c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S13d	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S13e	identity=66.146; reciprocal_min_coverage=0.389; retained_hsp_aligned_bp=192
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S13f	identity=69.369; reciprocal_min_coverage=1.231; retained_hsp_aligned_bp=666
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S6a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S8a	identity=68.317; reciprocal_min_coverage=0.606; retained_hsp_aligned_bp=303
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S8b	identity=72.080; reciprocal_min_coverage=0.708; retained_hsp_aligned_bp=351
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S8c	identity=72.973; reciprocal_min_coverage=1.575; retained_hsp_aligned_bp=777
info	phagehostlearn_2024_phage_D7c vs phagehostlearn_2024_phage_S9a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K11PH164C1	identity=75.321; reciprocal_min_coverage=75.902; retained_hsp_aligned_bp=31407
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K12P1_1	identity=73.682; reciprocal_min_coverage=70.968; retained_hsp_aligned_bp=29395
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K13PH07C1L	identity=75.630; reciprocal_min_coverage=0.255; retained_hsp_aligned_bp=119
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K13PH07C1S	identity=75.630; reciprocal_min_coverage=0.255; retained_hsp_aligned_bp=119
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K14PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K15PH90	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K16PH164C3	identity=74.693; reciprocal_min_coverage=70.693; retained_hsp_aligned_bp=29379
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K17alfa61	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K17alfa62	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K18PH07C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K1PH164C1	identity=77.419; reciprocal_min_coverage=0.281; retained_hsp_aligned_bp=124
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K2064PH2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K2069PH1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K21lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K23PH08C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K25PH129C1	identity=73.077; reciprocal_min_coverage=0.293; retained_hsp_aligned_bp=130
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K27PH129C1	identity=75.228; reciprocal_min_coverage=70.257; retained_hsp_aligned_bp=29130
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K28PH129	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K29PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K2PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K2PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K2alfa62	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K30lambda2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K32PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K33PH14C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K34PH164	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K35PH164C3	identity=75.277; reciprocal_min_coverage=73.028; retained_hsp_aligned_bp=30300
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K39PH122C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K40PH129C1	identity=65.939; reciprocal_min_coverage=0.493; retained_hsp_aligned_bp=229
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K43PH164C1	identity=75.156; reciprocal_min_coverage=71.115; retained_hsp_aligned_bp=29416
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K45PH128C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K46PH129	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K48PH164C1	identity=75.515; reciprocal_min_coverage=74.865; retained_hsp_aligned_bp=31129
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K49PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K50PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K51PH129C1	identity=77.064; reciprocal_min_coverage=0.246; retained_hsp_aligned_bp=109
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K52PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K53PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K54lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K54lambda2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K56PH164C1	identity=75.131; reciprocal_min_coverage=73.749; retained_hsp_aligned_bp=30721
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K57lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K58PH129C2	identity=75.478; reciprocal_min_coverage=73.172; retained_hsp_aligned_bp=30418
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K60PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K61PH164C1	identity=73.950; reciprocal_min_coverage=0.256; retained_hsp_aligned_bp=119
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K62PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K63PH128	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K65PH164	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K66PH128C1	identity=79.817; reciprocal_min_coverage=0.249; retained_hsp_aligned_bp=109
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K69PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K6PH25C3	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K71PH129C1	identity=74.101; reciprocal_min_coverage=0.319; retained_hsp_aligned_bp=139
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K72PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K74PH129C2	identity=74.723; reciprocal_min_coverage=71.984; retained_hsp_aligned_bp=30459
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K7PH164C4	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K82P1	identity=75.226; reciprocal_min_coverage=75.350; retained_hsp_aligned_bp=31376
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K8PH128	identity=75.085; reciprocal_min_coverage=73.670; retained_hsp_aligned_bp=30596
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_K9PH25C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_M12a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_M5a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_M5b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_P4a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_P4b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_S10a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_S11a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_S13a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_S13b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_K10PH82C1 vs phagehostlearn_2024_phage_S13c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
