annotation_gene_id	domain_id	domain_name	start_aa	end_aa	evalue	evidence_source	notes
phagehostlearn_2024_phage_K21lambda1|prodigal_00024	phrog_4201	tail fiber protein	109	220	1.122E-17	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=87; qcov=0.193; tcov=0.148; pident=50.800
phagehostlearn_2024_phage_K23PH08C2|prodigal_00090	phrog_15437	tail fiber protein	451	585	3.202E-23	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=105; qcov=0.230; tcov=0.207; pident=40.600
phagehostlearn_2024_phage_K23PH08C2|prodigal_00090	phrog_4549	tail fiber protein	1	585	4.510E-152	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=490; qcov=0.998; tcov=0.989; pident=29.800
phagehostlearn_2024_phage_K23PH08C2|prodigal_00094	phrog_11571	tail fiber protein	7	68	2.392E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.390; tcov=0.269; pident=41.900
phagehostlearn_2024_phage_K23PH08C2|prodigal_00094	phrog_21546	tail fiber protein	7	71	2.392E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.409; tcov=0.759; pident=36.900
phagehostlearn_2024_phage_K23PH08C2|prodigal_00095	phrog_12846	tail fiber protein Ig-domain containing	1	82	1.811E-16	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=81; qcov=0.236; tcov=0.151; pident=45.100
phagehostlearn_2024_phage_K23PH08C2|prodigal_00095	phrog_13229	tail fiber protein	99	346	1.239E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=53; qcov=0.713; tcov=0.345; pident=24.600
phagehostlearn_2024_phage_K23PH08C2|prodigal_00095	phrog_4465	tail fiber protein	1	348	5.395E-156	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=489; qcov=1.000; tcov=0.997; pident=46.100
phagehostlearn_2024_phage_K23PH08C2|prodigal_00098	phrog_19921	tail spike protein	86	271	1.031E-31	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=125; qcov=0.676; tcov=0.256; pident=35.300
phagehostlearn_2024_phage_K23PH08C2|prodigal_00098	phrog_7121	tail fiber protein	121	229	1.291E-16	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=80; qcov=0.396; tcov=0.583; pident=30.600
phagehostlearn_2024_phage_K23PH08C2|prodigal_00100	phrog_38670	tail fiber protein	163	306	1.564E-27	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=121; qcov=0.132; tcov=0.128; pident=40.200
phagehostlearn_2024_phage_K23PH08C2|prodigal_00102	phrog_6117	colanic acid degradation	35	111	1.645E-11	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=moron, auxiliary metabolic gene and host takeover; bits=67; qcov=0.127; tcov=0.108; pident=32.400
phagehostlearn_2024_phage_K23PH08C2|prodigal_00107	phrog_817	tail fiber protein	80	216	1.501E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.472; tcov=0.800; pident=16.400
phagehostlearn_2024_phage_K23PH08C2|prodigal_00122	phrog_35194	tail fiber protein	287	331	4.037E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=48; qcov=0.136; tcov=0.979; pident=58.600
phagehostlearn_2024_phage_K23PH08C2|prodigal_00135	phrog_1491	tail fiber protein	1	213	2.284E-74	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=246; qcov=0.991; tcov=0.991; pident=24.400
phagehostlearn_2024_phage_K25PH129C1|prodigal_00013	phrog_11393	tail fiber protein	2	257	5.994E-74	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=267; qcov=0.323; tcov=0.444; pident=30.400
phagehostlearn_2024_phage_K25PH129C1|prodigal_00013	phrog_2710	tail fiber protein	1	263	3.794E-86	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=304; qcov=0.332; tcov=0.824; pident=64.700
phagehostlearn_2024_phage_K25PH129C1|prodigal_00013	phrog_6518	tail fiber protein	318	792	2.852E-151	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=497; qcov=0.599; tcov=1.000; pident=33.100
phagehostlearn_2024_phage_K27PH129C1|prodigal_00044	phrog_15695	tail fiber protein	1	1242	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1965; qcov=1.000; tcov=1.000; pident=97.500
phagehostlearn_2024_phage_K27PH129C1|prodigal_00044	phrog_16586	tail fiber protein	1	134	1.345E-32	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=138; qcov=0.108; tcov=0.132; pident=72.300
phagehostlearn_2024_phage_K27PH129C1|prodigal_00044	phrog_24786	tail fiber protein	1	166	1.594E-61	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=233; qcov=0.134; tcov=0.183; pident=72.800
phagehostlearn_2024_phage_K28PH129|prodigal_00012	phrog_31	central tail fiber J	8	1100	5.318E-168	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=560; qcov=0.952; tcov=0.743; pident=12.200
phagehostlearn_2024_phage_K28PH129|prodigal_00015	phrog_1591	tail fiber protein	2	114	1.259E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=98; qcov=0.116; tcov=0.245; pident=35.300
phagehostlearn_2024_phage_K28PH129|prodigal_00015	phrog_24159	tail fiber protein	1	973	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1726; qcov=1.000; tcov=1.000; pident=90.700
phagehostlearn_2024_phage_K28PH129|prodigal_00015	phrog_24369	tail fiber protein	479	973	1.261E-285	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=897; qcov=0.509; tcov=0.353; pident=77.300
phagehostlearn_2024_phage_K28PH129|prodigal_00015	phrog_5481	tail fiber protein	1	199	1.056E-57	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=219; qcov=0.205; tcov=0.326; pident=47.200
phagehostlearn_2024_phage_K28PH129|prodigal_00075	phrog_10972	tail fiber protein	163	202	6.270E-09	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=55; qcov=0.195; tcov=0.221; pident=57.500
phagehostlearn_2024_phage_K29PH164C1|prodigal_00064	phrog_31	central tail fiber J	4	848	7.540E-153	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=535; qcov=0.383; tcov=0.568; pident=11.700
phagehostlearn_2024_phage_K29PH164C1|prodigal_00068	phrog_24092	tail fiber protein	1	108	1.362E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=100; qcov=0.171; tcov=0.114; pident=46.700
phagehostlearn_2024_phage_K29PH164C1|prodigal_00068	phrog_24159	tail fiber protein	1	517	2.765E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=99; qcov=0.818; tcov=0.550; pident=26.200
phagehostlearn_2024_phage_K29PH164C1|prodigal_00068	phrog_5481	tail fiber protein	1	627	3.909E-19	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=92; qcov=0.992; tcov=0.962; pident=20.400
phagehostlearn_2024_phage_K2PH164C1|prodigal_00027	phrog_1591	tail fiber protein	2	99	4.562E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=96; qcov=0.108; tcov=0.220; pident=36.700
phagehostlearn_2024_phage_K2PH164C1|prodigal_00027	phrog_24092	tail fiber protein	1	192	6.313E-36	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=148; qcov=0.212; tcov=0.193; pident=41.000
phagehostlearn_2024_phage_K2PH164C1|prodigal_00027	phrog_24159	tail fiber protein	1	238	4.375E-76	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=276; qcov=0.262; tcov=0.240; pident=67.600
phagehostlearn_2024_phage_K2PH164C1|prodigal_00027	phrog_4250	EPS depolymerase	166	280	5.009E-17	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=86; qcov=0.127; tcov=0.134; pident=29.500
phagehostlearn_2024_phage_K2PH164C1|prodigal_00027	phrog_5481	tail fiber protein	1	182	4.296E-50	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=194; qcov=0.201; tcov=0.298; pident=48.900
phagehostlearn_2024_phage_K2PH164C1|prodigal_00028	phrog_31	central tail fiber J	8	862	1.129E-165	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=557; qcov=0.675; tcov=0.575; pident=12.900
phagehostlearn_2024_phage_K2PH164C2|prodigal_00049	phrog_31	central tail fiber J	8	862	1.081E-167	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=562; qcov=0.693; tcov=0.575; pident=13.100
phagehostlearn_2024_phage_K2PH164C2|prodigal_00051	phrog_17640	tail fiber protein	173	268	1.724E-13	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=74; qcov=0.126; tcov=0.609; pident=36.400
phagehostlearn_2024_phage_K2PH164C2|prodigal_00051	phrog_24159	tail fiber protein	1	176	1.260E-56	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=213; qcov=0.231; tcov=0.184; pident=67.000
phagehostlearn_2024_phage_K2PH164C2|prodigal_00051	phrog_4818	tail fiber protein	4	307	7.673E-17	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=85; qcov=0.398; tcov=0.373; pident=18.800
phagehostlearn_2024_phage_K2PH164C2|prodigal_00051	phrog_5481	tail fiber protein	1	150	8.014E-46	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=179; qcov=0.197; tcov=0.246; pident=57.300
phagehostlearn_2024_phage_K2alfa62|prodigal_00045	phrog_1591	tail fiber protein	2	99	1.124E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=98; qcov=0.108; tcov=0.220; pident=36.700
phagehostlearn_2024_phage_K2alfa62|prodigal_00045	phrog_24092	tail fiber protein	1	192	1.277E-35	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=147; qcov=0.212; tcov=0.193; pident=40.500
phagehostlearn_2024_phage_K2alfa62|prodigal_00045	phrog_24159	tail fiber protein	1	238	9.864E-77	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=278; qcov=0.262; tcov=0.240; pident=67.600
phagehostlearn_2024_phage_K2alfa62|prodigal_00045	phrog_4250	EPS depolymerase	166	280	5.009E-17	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=86; qcov=0.127; tcov=0.134; pident=29.500
phagehostlearn_2024_phage_K2alfa62|prodigal_00045	phrog_5481	tail fiber protein	1	182	1.027E-50	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=196; qcov=0.201; tcov=0.298; pident=48.900
phagehostlearn_2024_phage_K2alfa62|prodigal_00046	phrog_31	central tail fiber J	8	881	5.414E-164	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=552; qcov=0.690; tcov=0.588; pident=12.600
phagehostlearn_2024_phage_K30lambda2|prodigal_00114	phrog_1836	tail fiber protein	509	673	2.227E-31	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=132; qcov=0.242; tcov=0.422; pident=26.100
phagehostlearn_2024_phage_K30lambda2|prodigal_00114	phrog_20001	tail fiber protein	510	681	7.620E-18	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=88; qcov=0.253; tcov=0.663; pident=29.600
phagehostlearn_2024_phage_K30lambda2|prodigal_00114	phrog_22285	tail fiber protein	1	681	1.658E-104	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=355; qcov=1.000; tcov=0.963; pident=16.200
phagehostlearn_2024_phage_K30lambda2|prodigal_00114	phrog_24369	tail fiber protein	49	240	1.971E-11	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=67; qcov=0.282; tcov=0.138; pident=35.100
phagehostlearn_2024_phage_K30lambda2|prodigal_00134	phrog_4815	receptor binding tail protein	1	657	1.214E-164	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=530; qcov=0.998; tcov=0.998; pident=13.600
phagehostlearn_2024_phage_K32PH164C1|prodigal_00003	phrog_1836	tail fiber protein	509	673	2.215E-31	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=132; qcov=0.243; tcov=0.422; pident=26.100
phagehostlearn_2024_phage_K32PH164C1|prodigal_00003	phrog_20001	tail fiber protein	510	680	7.599E-18	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=88; qcov=0.251; tcov=0.659; pident=29.200
phagehostlearn_2024_phage_K32PH164C1|prodigal_00003	phrog_22285	tail fiber protein	1	680	1.549E-105	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=358; qcov=1.000; tcov=0.962; pident=16.400
phagehostlearn_2024_phage_K32PH164C1|prodigal_00003	phrog_24369	tail fiber protein	49	240	3.968E-11	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=66; qcov=0.282; tcov=0.138; pident=34.600
phagehostlearn_2024_phage_K32PH164C1|prodigal_00133	phrog_4815	receptor binding tail protein	1	657	1.610E-160	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=518; qcov=0.998; tcov=0.998; pident=13.600
phagehostlearn_2024_phage_K33PH14C2|prodigal_00001	phrog_31	central tail fiber J	8	862	1.077E-168	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=556; qcov=0.868; tcov=0.575; pident=12.700
phagehostlearn_2024_phage_K33PH14C2|prodigal_00080	phrog_1591	tail fiber protein	2	113	5.425E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=99; qcov=0.126; tcov=0.252; pident=33.000
phagehostlearn_2024_phage_K33PH14C2|prodigal_00080	phrog_24159	tail fiber protein	1	892	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1510; qcov=1.000; tcov=1.000; pident=73.000
phagehostlearn_2024_phage_K33PH14C2|prodigal_00080	phrog_24369	tail fiber protein	380	892	2.276E-277	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=869; qcov=0.575; tcov=0.353; pident=78.100
phagehostlearn_2024_phage_K33PH14C2|prodigal_00080	phrog_5481	tail fiber protein	1	169	6.908E-49	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=190; qcov=0.189; tcov=0.323; pident=47.200
phagehostlearn_2024_phage_K33PH14C2|prodigal_00083	phrog_2148	tail fiber protein	8	83	1.510E-14	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=70; qcov=0.490; tcov=0.140; pident=35.500
phagehostlearn_2024_phage_K34PH164|prodigal_00004	phrog_31	central tail fiber J	7	855	1.832E-123	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=441; qcov=0.254; tcov=0.565; pident=13.400
phagehostlearn_2024_phage_K34PH164|prodigal_00005	phrog_10316	tail fiber protein	271	420	7.017E-11	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=64; qcov=0.357; tcov=0.113; pident=33.300
phagehostlearn_2024_phage_K34PH164|prodigal_00005	phrog_1980	tail fiber protein	1	420	1.943E-24	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=107; qcov=1.000; tcov=0.873; pident=12.700
phagehostlearn_2024_phage_K34PH164|prodigal_00005	phrog_5668	tail fiber protein	322	420	1.757E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=53; qcov=0.236; tcov=0.703; pident=26.600
phagehostlearn_2024_phage_K35PH164C3|prodigal_00043	phrog_24786	tail fiber protein	1	113	3.184E-37	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=152; qcov=0.132; tcov=0.123; pident=67.200
phagehostlearn_2024_phage_K39PH122C2|prodigal_00046	phrog_11393	tail fiber protein	2	261	5.785E-74	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=267; qcov=0.329; tcov=0.452; pident=29.900
phagehostlearn_2024_phage_K39PH122C2|prodigal_00046	phrog_2710	tail fiber protein	1	288	3.634E-86	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=304; qcov=0.364; tcov=0.909; pident=60.000
phagehostlearn_2024_phage_K39PH122C2|prodigal_00046	phrog_6518	tail fiber protein	300	791	1.126E-137	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=457; qcov=0.622; tcov=1.000; pident=57.200
phagehostlearn_2024_phage_K39PH122C2|prodigal_00055	phrog_19921	tail spike protein	516	620	1.014E-15	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=81; qcov=0.157; tcov=0.111; pident=39.000
phagehostlearn_2024_phage_K39PH122C2|prodigal_00055	phrog_24159	tail fiber protein	429	665	1.363E-45	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=177; qcov=0.355; tcov=0.246; pident=42.600
phagehostlearn_2024_phage_K39PH122C2|prodigal_00055	phrog_7121	tail fiber protein	503	654	3.248E-34	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=141; qcov=0.228; tcov=0.909; pident=36.200
phagehostlearn_2024_phage_K40PH129C1|prodigal_00047	phrog_11393	tail fiber protein	2	148	1.606E-52	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=202; qcov=0.158; tcov=0.298; pident=29.800
phagehostlearn_2024_phage_K40PH129C1|prodigal_00047	phrog_2710	tail fiber protein	1	152	2.804E-51	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=198; qcov=0.163; tcov=0.495; pident=75.600
phagehostlearn_2024_phage_K43PH164C1|prodigal_00002	phrog_16586	tail fiber protein	1	150	7.790E-31	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=131; qcov=0.183; tcov=0.147; pident=65.300
phagehostlearn_2024_phage_K43PH164C1|prodigal_00002	phrog_24786	tail fiber protein	1	287	1.311E-110	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=378; qcov=0.351; tcov=0.316; pident=67.500
phagehostlearn_2024_phage_K43PH164C1|prodigal_00002	phrog_6256	tail fiber protein	1	150	2.313E-36	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=149; qcov=0.183; tcov=0.261; pident=50.500
phagehostlearn_2024_phage_K43PH164C1|prodigal_00046	phrog_28504	lytic tail fiber protein	8	137	4.292E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=52; qcov=0.277; tcov=0.206; pident=32.500
phagehostlearn_2024_phage_K45PH128C2|prodigal_00100	phrog_15437	tail fiber protein	451	585	2.715E-22	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=102; qcov=0.230; tcov=0.207; pident=40.000
phagehostlearn_2024_phage_K45PH128C2|prodigal_00100	phrog_22682	tail fiber protein	86	153	9.910E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=48; qcov=0.116; tcov=0.195; pident=39.700
phagehostlearn_2024_phage_K45PH128C2|prodigal_00100	phrog_4549	tail fiber protein	1	585	4.510E-152	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=490; qcov=0.998; tcov=0.989; pident=29.900
phagehostlearn_2024_phage_K45PH128C2|prodigal_00104	phrog_11571	tail fiber protein	7	68	5.063E-08	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=51; qcov=0.390; tcov=0.269; pident=45.100
phagehostlearn_2024_phage_K45PH128C2|prodigal_00104	phrog_21546	tail fiber protein	7	71	2.244E-09	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=55; qcov=0.409; tcov=0.759; pident=40.000
phagehostlearn_2024_phage_K45PH128C2|prodigal_00105	phrog_12846	tail fiber protein Ig-domain containing	1	82	7.915E-16	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=79; qcov=0.236; tcov=0.151; pident=45.100
phagehostlearn_2024_phage_K45PH128C2|prodigal_00105	phrog_13229	tail fiber protein	234	346	1.061E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=50; qcov=0.325; tcov=0.206; pident=31.600
phagehostlearn_2024_phage_K45PH128C2|prodigal_00105	phrog_4465	tail fiber protein	1	348	2.658E-155	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=487; qcov=1.000; tcov=0.997; pident=46.400
phagehostlearn_2024_phage_K45PH128C2|prodigal_00108	phrog_15695	tail fiber protein	126	246	2.896E-25	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=106; qcov=0.437; tcov=0.097; pident=29.700
phagehostlearn_2024_phage_K45PH128C2|prodigal_00108	phrog_19921	tail spike protein	88	270	5.624E-29	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=117; qcov=0.661; tcov=0.245; pident=35.600
phagehostlearn_2024_phage_K45PH128C2|prodigal_00109	phrog_38670	tail fiber protein	164	318	6.175E-30	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=129; qcov=0.137; tcov=0.141; pident=39.600
