system	type	sample	genome_id	host_genome_id	subtype	gene_count	genes	contig	start	end	evidence_source	notes
23_GmrSD_RM_Type_IV_14	GmrSD_RM_Type_IV	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	GmrSD_RM_Type_IV	1	23_31	23	23_31	23_31	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
2_MazEF_6	MazEF	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	MazEF	2	2_53,2_54	2	2_53	2_54	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
23_Other_Type_IV_13	Other_Type_IV	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	Other_Type_IV	1	23_24	23	23_24	23_24	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
38_PD-Lambda-3_1	PD-Lambda-3	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	PD-Lambda-3	2	38_1,38_2	38	38_1	38_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
4_PD-T4-3_8	PD-T4-3	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	PD-T4-3	1	4_60	4	4_60	4_60	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
1_PhiEpX1_Gp15_5	PhiEpX1_Gp15	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	PhiEpX1_Gp15	1	1_496	1	1_496	1_496	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
42_DNA_met_RM_Type_II_PDDEXK_16	RM_Type_II	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	DNA_met_RM_Type_II_PDDEXK	2	42_2,42_3	42	42_2	42_3	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
23_N6_N4_RM_Type_III_15	RM_Type_III	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	N6_N4_RM_Type_III	2	23_32,23_33	23	23_32	23_33	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
6_Retron_VII_2_3	Retron	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	Retron_VII_2	2	6_299,6_305	6	6_299	6_305	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
37_TgvAB_10	TgvAB	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	phagehostlearn_2024_host_HGUC2_04	TgvAB	2	37_9,37_10	37	37_9	37_10	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
32_length=31552_depth=0.87x_6A_MBL_2	6A_MBL	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	6A_MBL	2	32_length=31552_depth=0.87x_29,32_length=31552_depth=0.87x_30	32_length=31552_depth=0.87x	32_length=31552_depth=0.87x_29	32_length=31552_depth=0.87x_30	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
18_length=134818_depth=1.18x_AbiE_11	AbiE	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	AbiE	2	18_length=134818_depth=1.18x_85,18_length=134818_depth=1.18x_86	18_length=134818_depth=1.18x	18_length=134818_depth=1.18x_85	18_length=134818_depth=1.18x_86	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=287937_depth=0.89x_BstA_8	BstA	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	BstA	1	5_length=287937_depth=0.89x_151	5_length=287937_depth=0.89x	5_length=287937_depth=0.89x_151	5_length=287937_depth=0.89x_151	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
22_length=92770_depth=1.04x_DRT_3_12	DRT	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	DRT_3	2	22_length=92770_depth=1.04x_31,22_length=92770_depth=1.04x_32	22_length=92770_depth=1.04x	22_length=92770_depth=1.04x_31	22_length=92770_depth=1.04x_32	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
4_length=307384_depth=1.08x_Erebus_15	Erebus	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	Erebus	1	4_length=307384_depth=1.08x_28	4_length=307384_depth=1.08x	4_length=307384_depth=1.08x_28	4_length=307384_depth=1.08x_28	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
6_length=272607_depth=1.00x_Gao_Tmn_6	Gao_Tmn	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	Gao_Tmn	1	6_length=272607_depth=1.00x_31	6_length=272607_depth=1.00x	6_length=272607_depth=1.00x_31	6_length=272607_depth=1.00x_31	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
28_length=37360_depth=1.00x_Hma_3	Hma	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	Hma	3	28_length=37360_depth=1.00x_7,28_length=37360_depth=1.00x_8,28_length=37360_depth=1.00x_9	28_length=37360_depth=1.00x	28_length=37360_depth=1.00x_7	28_length=37360_depth=1.00x_9	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
28_length=37360_depth=1.00x_Other_Type_IV_4	Other_Type_IV	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	Other_Type_IV	1	28_length=37360_depth=1.00x_26	28_length=37360_depth=1.00x	28_length=37360_depth=1.00x_26	28_length=37360_depth=1.00x_26	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
10_length=219102_depth=0.90x_PD-T4-3_13	PD-T4-3	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	PD-T4-3	1	10_length=219102_depth=0.90x_30	10_length=219102_depth=0.90x	10_length=219102_depth=0.90x_30	10_length=219102_depth=0.90x_30	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
26_length=40957_depth=0.83x_PhiR47_GevAT_9	PhiR47_GevAT	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	PhiR47_GevAT	2	26_length=40957_depth=0.83x_34,26_length=40957_depth=0.83x_35	26_length=40957_depth=0.83x	26_length=40957_depth=0.83x_34	26_length=40957_depth=0.83x_35	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
59_length=1496_depth=0.86x_PhiR55.1_YafOM_1	PhiR55.1_YafOM	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	PhiR55.1_YafOM	2	59_length=1496_depth=0.86x_1,59_length=1496_depth=0.86x_2	59_length=1496_depth=0.86x	59_length=1496_depth=0.86x_1	59_length=1496_depth=0.86x_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
6_length=272607_depth=1.00x_Pycsar_TM_7	Pycsar	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	Pycsar_TM	2	6_length=272607_depth=1.00x_43,6_length=272607_depth=1.00x_44	6_length=272607_depth=1.00x	6_length=272607_depth=1.00x_43	6_length=272607_depth=1.00x_44	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
10_length=219102_depth=0.90x_SNIPE_14	SNIPE	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	SNIPE	1	10_length=219102_depth=0.90x_155	10_length=219102_depth=0.90x	10_length=219102_depth=0.90x_155	10_length=219102_depth=0.90x_155	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
28_length=37360_depth=1.00x_SanaTA_5	SanaTA	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	SanaTA	2	28_length=37360_depth=1.00x_13,28_length=37360_depth=1.00x_14	28_length=37360_depth=1.00x	28_length=37360_depth=1.00x_13	28_length=37360_depth=1.00x_14	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
12_length=196723_depth=0.80x_ShosTA_10	ShosTA	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	phagehostlearn_2024_host_HGUC2_09	ShosTA	2	12_length=196723_depth=0.80x_159,12_length=196723_depth=0.80x_160	12_length=196723_depth=0.80x	12_length=196723_depth=0.80x_159	12_length=196723_depth=0.80x_160	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
10_length=124929_depth=1.07x_AbiE_11	AbiE	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	AbiE	2	10_length=124929_depth=1.07x_36,10_length=124929_depth=1.07x_37	10_length=124929_depth=1.07x	10_length=124929_depth=1.07x_36	10_length=124929_depth=1.07x_37	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
104_length=13212_depth=1.43x_CAS_Class1-Subtype-IV-A_21	Cas	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	CAS_Class1-Subtype-IV-A	5	104_length=13212_depth=1.43x_10,104_length=13212_depth=1.43x_11,104_length=13212_depth=1.43x_12,104_length=13212_depth=1.43x_13,104_length=13212_depth=1.43x_14	104_length=13212_depth=1.43x	104_length=13212_depth=1.43x_10	104_length=13212_depth=1.43x_14	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=148047_depth=0.95x_DS-16_1	DS-16	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	DS-16	2	5_length=148047_depth=0.95x_16,5_length=148047_depth=0.95x_17	5_length=148047_depth=0.95x	5_length=148047_depth=0.95x_16	5_length=148047_depth=0.95x_17	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
39_length=41538_depth=1.26x_DS-36_8	DS-36	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	DS-36	1	39_length=41538_depth=1.26x_17	39_length=41538_depth=1.26x	39_length=41538_depth=1.26x_17	39_length=41538_depth=1.26x_17	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=148047_depth=0.95x_Gabija_2	Gabija	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Gabija	2	5_length=148047_depth=0.95x_24,5_length=148047_depth=0.95x_25	5_length=148047_depth=0.95x	5_length=148047_depth=0.95x_24	5_length=148047_depth=0.95x_25	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
92_length=16731_depth=1.06x_Gao_Ppl_5	Gao_Ppl	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Gao_Ppl	1	92_length=16731_depth=1.06x_2	92_length=16731_depth=1.06x	92_length=16731_depth=1.06x_2	92_length=16731_depth=1.06x_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=148047_depth=0.95x_Hachiman_3	Hachiman	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Hachiman	2	5_length=148047_depth=0.95x_22,5_length=148047_depth=0.95x_23	5_length=148047_depth=0.95x	5_length=148047_depth=0.95x_22	5_length=148047_depth=0.95x_23	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
92_length=16731_depth=1.06x_Hachiman_6	Hachiman	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Hachiman	2	92_length=16731_depth=1.06x_3,92_length=16731_depth=1.06x_4	92_length=16731_depth=1.06x	92_length=16731_depth=1.06x_3	92_length=16731_depth=1.06x_4	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
9_length=130541_depth=1.03x_Lamassu_Cap4_12	Lamassu-Fam	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Lamassu_Cap4	2	9_length=130541_depth=1.03x_7,9_length=130541_depth=1.03x_8	9_length=130541_depth=1.03x	9_length=130541_depth=1.03x_7	9_length=130541_depth=1.03x_8	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
57_length=32138_depth=1.00x_Lugos_15	Lugos	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Lugos	1	57_length=32138_depth=1.00x_20	57_length=32138_depth=1.00x	57_length=32138_depth=1.00x_20	57_length=32138_depth=1.00x_20	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
124_length=7107_depth=1.16x_Mok_Hok_Sok_18	Mok_Hok_Sok	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Mok_Hok_Sok	1	124_length=7107_depth=1.16x_8	124_length=7107_depth=1.16x	124_length=7107_depth=1.16x_8	124_length=7107_depth=1.16x_8	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
90_length=17638_depth=1.30x_Mok_Hok_Sok_17	Mok_Hok_Sok	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Mok_Hok_Sok	1	90_length=17638_depth=1.30x_10	90_length=17638_depth=1.30x	90_length=17638_depth=1.30x_10	90_length=17638_depth=1.30x_10	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
39_length=41538_depth=1.26x_Other_Type_IV_9	Other_Type_IV	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Other_Type_IV	1	39_length=41538_depth=1.26x_39	39_length=41538_depth=1.26x	39_length=41538_depth=1.26x_39	39_length=41538_depth=1.26x_39	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
39_length=41538_depth=1.26x_N6_RM_Type_I_20	RM_Type_I	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	N6_RM_Type_I	3	39_length=41538_depth=1.26x_8,39_length=41538_depth=1.26x_9,39_length=41538_depth=1.26x_10	39_length=41538_depth=1.26x	39_length=41538_depth=1.26x_8	39_length=41538_depth=1.26x_10	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
39_length=41538_depth=1.26x_Rst_RT-Tm_10	Rst_RT-nitrilase-Tm	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	Rst_RT-Tm	1	39_length=41538_depth=1.26x_6	39_length=41538_depth=1.26x	39_length=41538_depth=1.26x_6	39_length=41538_depth=1.26x_6	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
20_length=71600_depth=1.07x_SDIC3_13	SDIC3	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	SDIC3	4	20_length=71600_depth=1.07x_18,20_length=71600_depth=1.07x_19,20_length=71600_depth=1.07x_20,20_length=71600_depth=1.07x_21	20_length=71600_depth=1.07x	20_length=71600_depth=1.07x_18	20_length=71600_depth=1.07x_21	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
30_length=54201_depth=1.44x_TgvAB_19	TgvAB	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	TgvAB	2	30_length=54201_depth=1.44x_54,30_length=54201_depth=1.44x_55	30_length=54201_depth=1.44x	30_length=54201_depth=1.44x_54	30_length=54201_depth=1.44x_55	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
20_length=71600_depth=1.07x_dCTPdeaminase_14	dCTPdeaminase	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	dCTPdeaminase	1	20_length=71600_depth=1.07x_27	20_length=71600_depth=1.07x	20_length=71600_depth=1.07x_27	20_length=71600_depth=1.07x_27	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
57_length=32138_depth=1.00x_gcu24_16	gcu24	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	phagehostlearn_2024_host_HGV2C_01	gcu24	1	57_length=32138_depth=1.00x_8	57_length=32138_depth=1.00x	57_length=32138_depth=1.00x_8	57_length=32138_depth=1.00x_8	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
29_length=69133_depth=1.08x_AbiE_2	AbiE	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	AbiE	2	29_length=69133_depth=1.08x_39,29_length=69133_depth=1.08x_40	29_length=69133_depth=1.08x	29_length=69133_depth=1.08x_39	29_length=69133_depth=1.08x_40	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
74_length=16502_depth=1.43x_Aristaios_8	Aristaios	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	Aristaios	1	74_length=16502_depth=1.43x_2	74_length=16502_depth=1.43x	74_length=16502_depth=1.43x_2	74_length=16502_depth=1.43x_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
36_length=58536_depth=0.98x_DS-12B_3	DS-12B	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	phagehostlearn_2024_host_HGV2C_02	DS-12B	1	36_length=58536_depth=0.98x_53	36_length=58536_depth=0.98x	36_length=58536_depth=0.98x_53	36_length=58536_depth=0.98x_53	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
